Phenotype,Has phenotype?,Domain,Phylum,Biome,No. of MAGs
Bacillus or coccobacillus,True,d__Bacteria,p__Proteobacteria,Neither,33
Bacillus or coccobacillus,False,d__Bacteria,p__Spirochaetota,Host,17
Bacillus or coccobacillus,False,d__Bacteria,p__Spirochaetota,Neither,6
Bacillus or coccobacillus,True,d__Bacteria,p__Spirochaetota,Host,14
Bacillus or coccobacillus,True,d__Bacteria,p__Spirochaetota,Neither,2
Bacillus or coccobacillus,True,d__Bacteria,p__Synergistota,Neither,4
Bacillus or coccobacillus,False,d__Bacteria,p__Verrucomicrobiota,Host,3
Bacillus or coccobacillus,False,d__Bacteria,p__Verrucomicrobiota,Neither,1
Bacillus or coccobacillus,True,d__Bacteria,p__Verrucomicrobiota,Host,10
Bacillus or coccobacillus,True,d__Bacteria,p__Verrucomicrobiota,Neither,13
Bacillus or coccobacillus,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Bacillus or coccobacillus,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Beta hemolysis,False,d__Archaea,p__Euryarchaeota,Host,5
Beta hemolysis,False,d__Archaea,p__Halobacterota,Host,1
Beta hemolysis,False,d__Archaea,p__Halobacterota,Neither,3
Beta hemolysis,False,d__Archaea,p__Thermoplasmatota,Host,1
Beta hemolysis,False,d__Archaea,p__Thermoplasmatota,Neither,3
Beta hemolysis,False,d__Bacteria,p__Actinobacteriota,Environment,7
Beta hemolysis,False,d__Bacteria,p__Actinobacteriota,Host,39
Beta hemolysis,False,d__Bacteria,p__Actinobacteriota,Neither,50
Beta hemolysis,False,d__Bacteria,p__Armatimonadota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Bacteroidota,Host,217
Beta hemolysis,False,d__Bacteria,p__Bacteroidota,Neither,127
Beta hemolysis,True,d__Bacteria,p__Bacteroidota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Campylobacterota,Host,6
Beta hemolysis,False,d__Bacteria,p__Campylobacterota,Neither,14
Beta hemolysis,False,d__Bacteria,p__Chloroflexota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Cyanobacteria,Host,13
Beta hemolysis,False,d__Bacteria,p__Cyanobacteria,Neither,2
Beta hemolysis,False,d__Bacteria,p__Deferribacterota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Beta hemolysis,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Beta hemolysis,False,d__Bacteria,p__Elusimicrobiota,Host,4
Beta hemolysis,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Beta hemolysis,False,d__Bacteria,p__Eremiobacterota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Fibrobacterota,Host,4
Beta hemolysis,False,d__Bacteria,p__Firmicutes,Host,104
Beta hemolysis,False,d__Bacteria,p__Firmicutes,Neither,84
Beta hemolysis,False,d__Bacteria,p__Firmicutes_A,Host,434
Beta hemolysis,False,d__Bacteria,p__Firmicutes_A,Neither,173
Beta hemolysis,True,d__Bacteria,p__Firmicutes_A,Host,4
Beta hemolysis,False,d__Bacteria,p__Firmicutes_B,Host,2
Beta hemolysis,False,d__Bacteria,p__Firmicutes_B,Neither,2
Beta hemolysis,False,d__Bacteria,p__Firmicutes_C,Host,16
Beta hemolysis,False,d__Bacteria,p__Firmicutes_C,Neither,12
Beta hemolysis,True,d__Bacteria,p__Firmicutes_C,Neither,1
Beta hemolysis,False,d__Bacteria,p__Fusobacteriota,Host,2
Beta hemolysis,False,d__Bacteria,p__Fusobacteriota,Neither,15
Beta hemolysis,False,d__Bacteria,p__Myxococcota,Host,2
Beta hemolysis,False,d__Bacteria,p__Patescibacteria,Host,1
Beta hemolysis,False,d__Bacteria,p__Patescibacteria,Neither,3
Beta hemolysis,False,d__Bacteria,p__Planctomycetota,Host,1
Beta hemolysis,False,d__Bacteria,p__Planctomycetota,Neither,1
Beta hemolysis,False,d__Bacteria,p__Proteobacteria,Environment,8
Beta hemolysis,False,d__Bacteria,p__Proteobacteria,Host,24
Beta hemolysis,False,d__Bacteria,p__Proteobacteria,Neither,40
Beta hemolysis,False,d__Bacteria,p__Spirochaetota,Host,31
Beta hemolysis,False,d__Bacteria,p__Spirochaetota,Neither,8
Beta hemolysis,False,d__Bacteria,p__Synergistota,Neither,4
Beta hemolysis,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Beta hemolysis,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Beta hemolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Beta hemolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Bile-susceptible,False,d__Archaea,p__Euryarchaeota,Host,1
Bile-susceptible,True,d__Archaea,p__Euryarchaeota,Host,4
Bile-susceptible,True,d__Archaea,p__Halobacterota,Host,1
Bile-susceptible,True,d__Archaea,p__Halobacterota,Neither,3
Bile-susceptible,False,d__Archaea,p__Thermoplasmatota,Neither,1
Bile-susceptible,True,d__Archaea,p__Thermoplasmatota,Host,1
Bile-susceptible,True,d__Archaea,p__Thermoplasmatota,Neither,2
Bile-susceptible,False,d__Bacteria,p__Actinobacteriota,Host,31
Bile-susceptible,False,d__Bacteria,p__Actinobacteriota,Neither,23
Bile-susceptible,True,d__Bacteria,p__Actinobacteriota,Environment,7
Bile-susceptible,True,d__Bacteria,p__Actinobacteriota,Host,8
Bile-susceptible,True,d__Bacteria,p__Actinobacteriota,Neither,27
Bile-susceptible,False,d__Bacteria,p__Armatimonadota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Bacteroidota,Host,69
Bile-susceptible,False,d__Bacteria,p__Bacteroidota,Neither,42
Bile-susceptible,True,d__Bacteria,p__Bacteroidota,Host,148
Bile-susceptible,True,d__Bacteria,p__Bacteroidota,Neither,86
Bile-susceptible,False,d__Bacteria,p__Campylobacterota,Host,5
Bile-susceptible,False,d__Bacteria,p__Campylobacterota,Neither,13
Bile-susceptible,True,d__Bacteria,p__Campylobacterota,Host,1
Bile-susceptible,True,d__Bacteria,p__Campylobacterota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Chloroflexota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Cyanobacteria,Host,13
Bile-susceptible,False,d__Bacteria,p__Cyanobacteria,Neither,2
Bile-susceptible,True,d__Bacteria,p__Deferribacterota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Desulfobacterota_A,Host,2
Bile-susceptible,False,d__Bacteria,p__Desulfobacterota_A,Neither,2
Bile-susceptible,True,d__Bacteria,p__Desulfobacterota_A,Host,3
Bile-susceptible,True,d__Bacteria,p__Desulfobacterota_A,Neither,1
Bile-susceptible,False,d__Bacteria,p__Elusimicrobiota,Host,3
Bile-susceptible,False,d__Bacteria,p__Elusimicrobiota,Neither,1
Bile-susceptible,True,d__Bacteria,p__Elusimicrobiota,Host,1
Bile-susceptible,True,d__Bacteria,p__Elusimicrobiota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Eremiobacterota,Neither,1
Bile-susceptible,True,d__Bacteria,p__Fibrobacterota,Host,4
Bile-susceptible,False,d__Bacteria,p__Firmicutes,Host,102
Bile-susceptible,False,d__Bacteria,p__Firmicutes,Neither,82
Bile-susceptible,True,d__Bacteria,p__Firmicutes,Host,2
Bile-susceptible,True,d__Bacteria,p__Firmicutes,Neither,2
Bile-susceptible,False,d__Bacteria,p__Firmicutes_A,Host,307
Bile-susceptible,False,d__Bacteria,p__Firmicutes_A,Neither,142
Bile-susceptible,True,d__Bacteria,p__Firmicutes_A,Host,131
Bile-susceptible,True,d__Bacteria,p__Firmicutes_A,Neither,31
Bile-susceptible,False,d__Bacteria,p__Firmicutes_B,Host,2
Bile-susceptible,False,d__Bacteria,p__Firmicutes_B,Neither,2
Bile-susceptible,False,d__Bacteria,p__Firmicutes_C,Host,3
Bile-susceptible,False,d__Bacteria,p__Firmicutes_C,Neither,1
Bile-susceptible,True,d__Bacteria,p__Firmicutes_C,Host,13
Bile-susceptible,True,d__Bacteria,p__Firmicutes_C,Neither,12
Bile-susceptible,False,d__Bacteria,p__Fusobacteriota,Host,1
Bile-susceptible,False,d__Bacteria,p__Fusobacteriota,Neither,9
Bile-susceptible,True,d__Bacteria,p__Fusobacteriota,Host,1
Bile-susceptible,True,d__Bacteria,p__Fusobacteriota,Neither,6
Bile-susceptible,True,d__Bacteria,p__Myxococcota,Host,2
Bile-susceptible,False,d__Bacteria,p__Patescibacteria,Host,1
Bile-susceptible,False,d__Bacteria,p__Patescibacteria,Neither,3
Bile-susceptible,True,d__Bacteria,p__Planctomycetota,Host,1
Bile-susceptible,True,d__Bacteria,p__Planctomycetota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Proteobacteria,Host,15
Bile-susceptible,False,d__Bacteria,p__Proteobacteria,Neither,19
Bile-susceptible,True,d__Bacteria,p__Proteobacteria,Environment,8
Bile-susceptible,True,d__Bacteria,p__Proteobacteria,Host,9
Bile-susceptible,True,d__Bacteria,p__Proteobacteria,Neither,21
Bile-susceptible,False,d__Bacteria,p__Spirochaetota,Host,17
Bile-susceptible,False,d__Bacteria,p__Spirochaetota,Neither,7
Bile-susceptible,True,d__Bacteria,p__Spirochaetota,Host,14
Bile-susceptible,True,d__Bacteria,p__Spirochaetota,Neither,1
Bile-susceptible,False,d__Bacteria,p__Synergistota,Neither,2
Bile-susceptible,True,d__Bacteria,p__Synergistota,Neither,2
Bile-susceptible,False,d__Bacteria,p__Verrucomicrobiota,Host,6
Bile-susceptible,False,d__Bacteria,p__Verrucomicrobiota,Neither,5
Bile-susceptible,True,d__Bacteria,p__Verrucomicrobiota,Host,7
Bile-susceptible,True,d__Bacteria,p__Verrucomicrobiota,Neither,9
Bile-susceptible,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Bile-susceptible,True,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Capnophilic,False,d__Archaea,p__Euryarchaeota,Host,3
Capnophilic,True,d__Archaea,p__Euryarchaeota,Host,2
Capnophilic,False,d__Archaea,p__Halobacterota,Host,1
Capnophilic,False,d__Archaea,p__Halobacterota,Neither,3
Capnophilic,False,d__Archaea,p__Thermoplasmatota,Neither,1
Capnophilic,True,d__Archaea,p__Thermoplasmatota,Host,1
Capnophilic,True,d__Archaea,p__Thermoplasmatota,Neither,2
Capnophilic,False,d__Bacteria,p__Actinobacteriota,Environment,7
Capnophilic,False,d__Bacteria,p__Actinobacteriota,Host,39
Capnophilic,False,d__Bacteria,p__Actinobacteriota,Neither,50
Capnophilic,False,d__Bacteria,p__Armatimonadota,Neither,1
Capnophilic,False,d__Bacteria,p__Bacteroidota,Host,217
Capnophilic,False,d__Bacteria,p__Bacteroidota,Neither,126
Capnophilic,True,d__Bacteria,p__Bacteroidota,Neither,2
Capnophilic,False,d__Bacteria,p__Campylobacterota,Host,2
Capnophilic,False,d__Bacteria,p__Campylobacterota,Neither,2
Capnophilic,True,d__Bacteria,p__Campylobacterota,Host,4
Capnophilic,True,d__Bacteria,p__Campylobacterota,Neither,12
Capnophilic,False,d__Bacteria,p__Chloroflexota,Neither,1
Capnophilic,False,d__Bacteria,p__Cyanobacteria,Host,13
Capnophilic,False,d__Bacteria,p__Cyanobacteria,Neither,2
Capnophilic,False,d__Bacteria,p__Deferribacterota,Neither,1
Capnophilic,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Capnophilic,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Capnophilic,False,d__Bacteria,p__Elusimicrobiota,Host,4
Capnophilic,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Capnophilic,False,d__Bacteria,p__Eremiobacterota,Neither,1
Capnophilic,False,d__Bacteria,p__Fibrobacterota,Host,3
Capnophilic,True,d__Bacteria,p__Fibrobacterota,Host,1
Capnophilic,False,d__Bacteria,p__Firmicutes,Host,92
Capnophilic,False,d__Bacteria,p__Firmicutes,Neither,63
Capnophilic,True,d__Bacteria,p__Firmicutes,Host,12
Capnophilic,True,d__Bacteria,p__Firmicutes,Neither,21
Capnophilic,False,d__Bacteria,p__Firmicutes_A,Host,435
Capnophilic,False,d__Bacteria,p__Firmicutes_A,Neither,173
Capnophilic,True,d__Bacteria,p__Firmicutes_A,Host,3
Capnophilic,False,d__Bacteria,p__Firmicutes_B,Host,2
Capnophilic,False,d__Bacteria,p__Firmicutes_B,Neither,2
Capnophilic,False,d__Bacteria,p__Firmicutes_C,Host,14
Capnophilic,False,d__Bacteria,p__Firmicutes_C,Neither,11
Capnophilic,True,d__Bacteria,p__Firmicutes_C,Host,2
Capnophilic,True,d__Bacteria,p__Firmicutes_C,Neither,2
Capnophilic,False,d__Bacteria,p__Fusobacteriota,Host,2
Capnophilic,False,d__Bacteria,p__Fusobacteriota,Neither,11
Capnophilic,True,d__Bacteria,p__Fusobacteriota,Neither,4
Capnophilic,False,d__Bacteria,p__Myxococcota,Host,2
Capnophilic,False,d__Bacteria,p__Patescibacteria,Host,1
Capnophilic,False,d__Bacteria,p__Patescibacteria,Neither,3
Capnophilic,False,d__Bacteria,p__Planctomycetota,Host,1
Capnophilic,False,d__Bacteria,p__Planctomycetota,Neither,1
Capnophilic,False,d__Bacteria,p__Proteobacteria,Environment,8
Capnophilic,False,d__Bacteria,p__Proteobacteria,Host,23
Capnophilic,False,d__Bacteria,p__Proteobacteria,Neither,34
Capnophilic,True,d__Bacteria,p__Proteobacteria,Host,1
Capnophilic,True,d__Bacteria,p__Proteobacteria,Neither,6
Capnophilic,False,d__Bacteria,p__Spirochaetota,Host,31
Capnophilic,False,d__Bacteria,p__Spirochaetota,Neither,8
Capnophilic,False,d__Bacteria,p__Synergistota,Neither,3
Capnophilic,True,d__Bacteria,p__Synergistota,Neither,1
Capnophilic,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Capnophilic,False,d__Bacteria,p__Verrucomicrobiota,Neither,13
Capnophilic,True,d__Bacteria,p__Verrucomicrobiota,Neither,1
Capnophilic,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Capnophilic,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Casein hydrolysis,False,d__Archaea,p__Euryarchaeota,Host,5
Casein hydrolysis,False,d__Archaea,p__Halobacterota,Host,1
Casein hydrolysis,False,d__Archaea,p__Halobacterota,Neither,3
Casein hydrolysis,False,d__Archaea,p__Thermoplasmatota,Host,1
Casein hydrolysis,False,d__Archaea,p__Thermoplasmatota,Neither,3
Casein hydrolysis,False,d__Bacteria,p__Actinobacteriota,Environment,5
Casein hydrolysis,False,d__Bacteria,p__Actinobacteriota,Host,39
Casein hydrolysis,False,d__Bacteria,p__Actinobacteriota,Neither,49
Casein hydrolysis,True,d__Bacteria,p__Actinobacteriota,Environment,2
Casein hydrolysis,True,d__Bacteria,p__Actinobacteriota,Neither,1
Casein hydrolysis,True,d__Bacteria,p__Armatimonadota,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Bacteroidota,Host,75
Casein hydrolysis,False,d__Bacteria,p__Bacteroidota,Neither,41
Casein hydrolysis,True,d__Bacteria,p__Bacteroidota,Host,142
Casein hydrolysis,True,d__Bacteria,p__Bacteroidota,Neither,87
Casein hydrolysis,False,d__Bacteria,p__Campylobacterota,Host,6
Casein hydrolysis,False,d__Bacteria,p__Campylobacterota,Neither,14
Casein hydrolysis,False,d__Bacteria,p__Chloroflexota,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Cyanobacteria,Host,13
Casein hydrolysis,False,d__Bacteria,p__Cyanobacteria,Neither,2
Casein hydrolysis,False,d__Bacteria,p__Deferribacterota,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Host,3
Casein hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Neither,2
Casein hydrolysis,True,d__Bacteria,p__Desulfobacterota_A,Host,2
Casein hydrolysis,True,d__Bacteria,p__Desulfobacterota_A,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Host,1
Casein hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Casein hydrolysis,True,d__Bacteria,p__Elusimicrobiota,Host,3
Casein hydrolysis,False,d__Bacteria,p__Eremiobacterota,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Fibrobacterota,Host,4
Casein hydrolysis,False,d__Bacteria,p__Firmicutes,Host,101
Casein hydrolysis,False,d__Bacteria,p__Firmicutes,Neither,83
Casein hydrolysis,True,d__Bacteria,p__Firmicutes,Host,3
Casein hydrolysis,True,d__Bacteria,p__Firmicutes,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_A,Host,416
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_A,Neither,171
Casein hydrolysis,True,d__Bacteria,p__Firmicutes_A,Host,22
Casein hydrolysis,True,d__Bacteria,p__Firmicutes_A,Neither,2
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_B,Host,2
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_B,Neither,2
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_C,Host,11
Casein hydrolysis,False,d__Bacteria,p__Firmicutes_C,Neither,13
Casein hydrolysis,True,d__Bacteria,p__Firmicutes_C,Host,5
Casein hydrolysis,False,d__Bacteria,p__Fusobacteriota,Host,2
Casein hydrolysis,False,d__Bacteria,p__Fusobacteriota,Neither,10
Casein hydrolysis,True,d__Bacteria,p__Fusobacteriota,Neither,5
Casein hydrolysis,False,d__Bacteria,p__Myxococcota,Host,2
Casein hydrolysis,False,d__Bacteria,p__Patescibacteria,Host,1
Casein hydrolysis,False,d__Bacteria,p__Patescibacteria,Neither,3
Casein hydrolysis,True,d__Bacteria,p__Planctomycetota,Host,1
Casein hydrolysis,True,d__Bacteria,p__Planctomycetota,Neither,1
Casein hydrolysis,False,d__Bacteria,p__Proteobacteria,Environment,1
Casein hydrolysis,False,d__Bacteria,p__Proteobacteria,Host,15
Casein hydrolysis,False,d__Bacteria,p__Proteobacteria,Neither,32
Casein hydrolysis,True,d__Bacteria,p__Proteobacteria,Environment,7
Casein hydrolysis,True,d__Bacteria,p__Proteobacteria,Host,9
Casein hydrolysis,True,d__Bacteria,p__Proteobacteria,Neither,8
Casein hydrolysis,False,d__Bacteria,p__Spirochaetota,Host,21
Casein hydrolysis,False,d__Bacteria,p__Spirochaetota,Neither,8
Casein hydrolysis,True,d__Bacteria,p__Spirochaetota,Host,10
Casein hydrolysis,False,d__Bacteria,p__Synergistota,Neither,4
Casein hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Host,4
Casein hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Neither,10
Casein hydrolysis,True,d__Bacteria,p__Verrucomicrobiota,Host,9
Casein hydrolysis,True,d__Bacteria,p__Verrucomicrobiota,Neither,4
Casein hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Casein hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Catalase,False,d__Archaea,p__Euryarchaeota,Host,5
Catalase,False,d__Archaea,p__Halobacterota,Host,1
Catalase,False,d__Archaea,p__Halobacterota,Neither,3
Catalase,False,d__Archaea,p__Thermoplasmatota,Host,1
Catalase,False,d__Archaea,p__Thermoplasmatota,Neither,3
Catalase,False,d__Bacteria,p__Actinobacteriota,Host,32
Catalase,False,d__Bacteria,p__Actinobacteriota,Neither,29
Catalase,True,d__Bacteria,p__Actinobacteriota,Environment,7
Catalase,True,d__Bacteria,p__Actinobacteriota,Host,7
Catalase,True,d__Bacteria,p__Actinobacteriota,Neither,21
Catalase,False,d__Bacteria,p__Armatimonadota,Neither,1
Catalase,False,d__Bacteria,p__Bacteroidota,Host,208
Catalase,False,d__Bacteria,p__Bacteroidota,Neither,123
Catalase,True,d__Bacteria,p__Bacteroidota,Host,9
Catalase,True,d__Bacteria,p__Bacteroidota,Neither,5
Catalase,False,d__Bacteria,p__Campylobacterota,Neither,6
Catalase,True,d__Bacteria,p__Campylobacterota,Host,6
Catalase,True,d__Bacteria,p__Campylobacterota,Neither,8
Catalase,False,d__Bacteria,p__Chloroflexota,Neither,1
Catalase,False,d__Bacteria,p__Cyanobacteria,Host,13
Catalase,False,d__Bacteria,p__Cyanobacteria,Neither,2
Catalase,False,d__Bacteria,p__Deferribacterota,Neither,1
Catalase,False,d__Bacteria,p__Desulfobacterota_A,Host,4
Catalase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Catalase,True,d__Bacteria,p__Desulfobacterota_A,Host,1
Catalase,False,d__Bacteria,p__Elusimicrobiota,Host,4
Catalase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Catalase,False,d__Bacteria,p__Eremiobacterota,Neither,1
Catalase,False,d__Bacteria,p__Fibrobacterota,Host,4
Catalase,False,d__Bacteria,p__Firmicutes,Host,101
Catalase,False,d__Bacteria,p__Firmicutes,Neither,81
Catalase,True,d__Bacteria,p__Firmicutes,Host,3
Catalase,True,d__Bacteria,p__Firmicutes,Neither,3
Catalase,False,d__Bacteria,p__Firmicutes_A,Host,438
Catalase,False,d__Bacteria,p__Firmicutes_A,Neither,173
Catalase,False,d__Bacteria,p__Firmicutes_B,Host,2
Catalase,False,d__Bacteria,p__Firmicutes_B,Neither,2
Catalase,False,d__Bacteria,p__Firmicutes_C,Host,16
Catalase,False,d__Bacteria,p__Firmicutes_C,Neither,13
Catalase,False,d__Bacteria,p__Fusobacteriota,Host,2
Catalase,False,d__Bacteria,p__Fusobacteriota,Neither,15
Catalase,False,d__Bacteria,p__Myxococcota,Host,2
Catalase,False,d__Bacteria,p__Patescibacteria,Host,1
Catalase,False,d__Bacteria,p__Patescibacteria,Neither,3
Catalase,False,d__Bacteria,p__Planctomycetota,Host,1
Catalase,False,d__Bacteria,p__Planctomycetota,Neither,1
Catalase,False,d__Bacteria,p__Proteobacteria,Host,17
Catalase,False,d__Bacteria,p__Proteobacteria,Neither,23
Catalase,True,d__Bacteria,p__Proteobacteria,Environment,8
Catalase,True,d__Bacteria,p__Proteobacteria,Host,7
Catalase,True,d__Bacteria,p__Proteobacteria,Neither,17
Catalase,False,d__Bacteria,p__Spirochaetota,Host,31
Catalase,False,d__Bacteria,p__Spirochaetota,Neither,8
Catalase,False,d__Bacteria,p__Synergistota,Neither,4
Catalase,False,d__Bacteria,p__Verrucomicrobiota,Host,12
Catalase,False,d__Bacteria,p__Verrucomicrobiota,Neither,10
Catalase,True,d__Bacteria,p__Verrucomicrobiota,Host,1
Catalase,True,d__Bacteria,p__Verrucomicrobiota,Neither,4
Catalase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Catalase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Cellobiose,False,d__Archaea,p__Euryarchaeota,Host,5
Cellobiose,False,d__Archaea,p__Halobacterota,Host,1
Cellobiose,False,d__Archaea,p__Halobacterota,Neither,3
Cellobiose,False,d__Archaea,p__Thermoplasmatota,Host,1
Cellobiose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Cellobiose,False,d__Bacteria,p__Actinobacteriota,Environment,4
Cellobiose,False,d__Bacteria,p__Actinobacteriota,Host,39
Cellobiose,False,d__Bacteria,p__Actinobacteriota,Neither,48
Cellobiose,True,d__Bacteria,p__Actinobacteriota,Environment,3
Cellobiose,True,d__Bacteria,p__Actinobacteriota,Neither,2
Cellobiose,False,d__Bacteria,p__Armatimonadota,Neither,1
Cellobiose,False,d__Bacteria,p__Bacteroidota,Host,217
Cellobiose,False,d__Bacteria,p__Bacteroidota,Neither,127
Cellobiose,True,d__Bacteria,p__Bacteroidota,Neither,1
Cellobiose,False,d__Bacteria,p__Campylobacterota,Host,6
Cellobiose,False,d__Bacteria,p__Campylobacterota,Neither,14
Cellobiose,False,d__Bacteria,p__Chloroflexota,Neither,1
Cellobiose,False,d__Bacteria,p__Cyanobacteria,Host,13
Cellobiose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Cellobiose,False,d__Bacteria,p__Deferribacterota,Neither,1
Cellobiose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Cellobiose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Cellobiose,False,d__Bacteria,p__Elusimicrobiota,Host,4
